UID         PID   PPID  C STIME TTY          TIME CMD
root        123      2  0 Jan01 ?        00:00:48 [watchdog/23]
root        124      2  0 Jan01 ?        00:00:20 [migration/23]
root        125      2  0 Jan01 ?        00:01:35 [ksoftirqd/23]
root        127      2  0 Jan01 ?        00:00:00 [kworker/23:0H]
root        128      2  0 Jan01 ?        00:00:48 [watchdog/24]
root        129      2  0 Jan01 ?        00:00:18 [migration/24]
root        130      2  0 Jan01 ?        00:00:56 [ksoftirqd/24]
root        132      2  0 Jan01 ?        00:00:00 [kworker/24:0H]
root        133      2  0 Jan01 ?        00:00:48 [watchdog/25]
root        134      2  0 Jan01 ?        00:00:16 [migration/25]
root        135      2  0 Jan01 ?        00:01:42 [ksoftirqd/25]
root        137      2  0 Jan01 ?        00:00:00 [kworker/25:0H]
root        138      2  0 Jan01 ?        00:00:51 [watchdog/26]
root        139      2  0 Jan01 ?        00:00:13 [migration/26]
root        140      2  0 Jan01 ?        00:05:18 [ksoftirqd/26]
root        142      2  0 Jan01 ?        00:00:00 [kworker/26:0H]
root        143      2  0 Jan01 ?        00:00:51 [watchdog/27]
root        144      2  0 Jan01 ?        00:00:13 [migration/27]
root        145      2  0 Jan01 ?        00:01:35 [ksoftirqd/27]
root        147      2  0 Jan01 ?        00:00:00 [kworker/27:0H]
root        148      2  0 Jan01 ?        00:00:47 [watchdog/28]
root        149      2  0 Jan01 ?        00:00:23 [migration/28]
root        150      2  0 Jan01 ?        00:05:47 [ksoftirqd/28]
root        152      2  0 Jan01 ?        00:00:00 [kworker/28:0H]
root        153      2  0 Jan01 ?        00:00:54 [watchdog/29]
root        154      2  0 Jan01 ?        00:00:11 [migration/29]
root        155      2  0 Jan01 ?        00:01:38 [ksoftirqd/29]
root        157      2  0 Jan01 ?        00:00:00 [kworker/29:0H]
root        158      2  0 Jan01 ?        00:00:47 [watchdog/30]
root        159      2  0 Jan01 ?        00:00:19 [migration/30]
root        160      2  0 Jan01 ?        00:02:46 [ksoftirqd/30]
root        162      2  0 Jan01 ?        00:00:00 [kworker/30:0H]
root        163      2  0 Jan01 ?        00:00:51 [watchdog/31]
root        164      2  0 Jan01 ?        00:00:10 [migration/31]
root        165      2  0 Jan01 ?        00:01:36 [ksoftirqd/31]
root        167      2  0 Jan01 ?        00:00:00 [kworker/31:0H]
root        170      2  0 Jan01 ?        00:00:00 [kdevtmpfs]
root        171      2  0 Jan01 ?        00:00:00 [netns]
root        172      2  0 Jan01 ?        00:00:20 [khungtaskd]
root        173      2  0 Jan01 ?        00:00:00 [writeback]
root        174      2  0 Jan01 ?        00:00:00 [kintegrityd]
root        175      2  0 Jan01 ?        00:00:00 [bioset]
root        176      2  0 Jan01 ?        00:00:00 [kblockd]
root        178      2  0 Jan01 ?        00:00:00 [md]
root        185      2  0 Jan01 ?        00:12:43 [kswapd0]
root        186      2  0 Jan01 ?        00:13:34 [kswapd1]
root        187      2  0 Jan01 ?        00:00:00 [ksmd]
root        188      2  0 Jan01 ?        00:02:32 [khugepaged]
root        189      2  0 Jan01 ?        00:00:00 [crypto]
root        197      2  0 Jan01 ?        00:00:00 [kthrotld]
root        201      2  0 Jan01 ?        00:00:00 [kmpath_rdacd]
root        207      2  0 Jan01 ?        00:00:00 [kpsmoused]
root        209      2  0 Jan01 ?        00:00:00 [ipv6_addrconf]
root        236      2  0 Jan01 ?        00:00:00 [deferwq]
root        271      2  0 Jan01 ?        00:06:42 [kworker/24:1]
root        272      2  0 Jan01 ?        00:01:24 [kauditd]
root        480      2  0 Jan01 ?        00:00:00 [scsi_eh_0]
root        481      2  0 Jan01 ?        00:00:00 [scsi_tmf_0]
root        488      2  0 Jan01 ?        00:00:00 [ata_sff]
root        490      2  0 Jan01 ?        00:00:00 [scsi_eh_1]
root        491      2  0 Jan01 ?        00:00:00 [scsi_tmf_1]
root        492      2  0 Jan01 ?        00:00:00 [scsi_eh_2]
root        493      2  0 Jan01 ?        00:00:00 [scsi_tmf_2]
root        494      2  0 Jan01 ?        00:00:00 [scsi_eh_3]
root        495      2  0 Jan01 ?        00:00:00 [scsi_tmf_3]
root        496      2  0 Jan01 ?        00:00:00 [scsi_eh_4]
root        497      2  0 Jan01 ?        00:00:00 [scsi_tmf_4]
root        506      2  0 Jan01 ?        00:00:00 [scsi_eh_5]
root        507      2  0 Jan01 ?        00:00:00 [scsi_tmf_5]
root        508      2  0 Jan01 ?        00:00:00 [scsi_eh_6]
root        509      2  0 Jan01 ?        00:00:00 [scsi_tmf_6]
root        510      2  0 Jan01 ?        00:00:00 [scsi_eh_7]
root        511      2  0 Jan01 ?        00:00:00 [scsi_tmf_7]
root        512      2  0 Jan01 ?        00:00:00 [scsi_eh_8]
root        513      2  0 Jan01 ?        00:00:00 [scsi_tmf_8]
root        514      2  0 Jan01 ?        00:00:00 [scsi_eh_9]
root        515      2  0 Jan01 ?        00:00:00 [scsi_tmf_9]
root        516      2  0 Jan01 ?        00:00:00 [scsi_eh_10]
root        517      2  0 Jan01 ?        00:00:00 [scsi_tmf_10]
root        528      2  0 Jan01 ?        00:00:00 [ttm_swap]
root        544      2  0 Jan01 ?        00:00:00 [scsi_eh_11]
root        545      2  0 Jan01 ?        00:00:00 [scsi_tmf_11]
root        546      2  0 Jan01 ?        00:00:00 [usb-storage]
root        624      2  0 Jan01 ?        00:00:00 [kdmflush]
root        625      2  0 Jan01 ?        00:00:00 [bioset]
root        636      2  0 Jan01 ?        00:00:00 [kdmflush]
root        637      2  0 Jan01 ?        00:00:00 [bioset]
root        650      2  0 Jan01 ?        00:00:00 [bioset]
root        651      2  0 Jan01 ?        00:00:00 [xfsalloc]
root        652      2  0 Jan01 ?        00:00:00 [xfs_mru_cache]
root        653      2  0 Jan01 ?        00:00:00 [xfs-buf/dm-0]
root        654      2  0 Jan01 ?        00:00:00 [xfs-data/dm-0]
root        655      2  0 Jan01 ?        00:00:00 [xfs-conv/dm-0]
root        656      2  0 Jan01 ?        00:00:00 [xfs-cil/dm-0]
root        657      2  0 Jan01 ?        00:00:00 [xfs-reclaim/dm-]
root        658      2  0 Jan01 ?        00:00:00 [xfs-log/dm-0]
root        659      2  0 Jan01 ?        00:00:00 [xfs-eofblocks/d]
root        660      2  0 Jan01 ?        00:08:23 [xfsaild/dm-0]
dhenry      688 146203  0 Jul30 pts/210  00:00:00 vim barebones.s
root        730      1  0 Jan01 ?        00:25:38 /usr/lib/systemd/systemd-journald
root        733      2  0 Jan01 ?        00:00:03 [kworker/8:1H]
root        755      1  0 Jan01 ?        00:00:00 /usr/sbin/lvmetad -f
root        762      2  0 Jan01 ?        00:00:00 [rpciod]
root        763      2  0 Jan01 ?        00:00:00 [xprtiod]
root        771      1  0 Jan01 ?        00:00:14 /usr/lib/systemd/systemd-udevd
root        994      2  0 Jan01 ?        00:00:00 [kvm-irqfd-clean]
root        999      2  0 Jan01 ?        00:00:00 [xfs-buf/sda1]
root       1000      2  0 Jan01 ?        00:00:00 [xfs-data/sda1]
root       1001      2  0 Jan01 ?        00:00:00 [xfs-conv/sda1]
root       1002      2  0 Jan01 ?        00:00:00 [xfs-cil/sda1]
root       1003      2  0 Jan01 ?        00:00:00 [xfs-reclaim/sda]
root       1004      2  0 Jan01 ?        00:00:00 [xfs-log/sda1]
root       1005      2  0 Jan01 ?        00:00:00 [xfs-eofblocks/s]
root       1006      2  0 Jan01 ?        00:00:00 [xfsaild/sda1]
root       1007      2  0 Jan01 ?        00:00:00 [edac-poller]
root       1010      2  0 Jan01 ?        00:00:01 [kworker/1:1H]
root       1011      2  0 Jan01 ?        00:00:00 [kdmflush]
root       1012      2  0 Jan01 ?        00:00:00 [bioset]
root       1014      2  0 Jan01 ?        00:00:00 [kdmflush]
root       1015      2  0 Jan01 ?        00:00:00 [bioset]
root       1026      2  0 Jan01 ?        00:00:00 [xfs-buf/dm-2]
root       1027      2  0 Jan01 ?        00:00:00 [xfs-data/dm-2]
root       1028      2  0 Jan01 ?        00:00:00 [xfs-conv/dm-2]
root       1029      2  0 Jan01 ?        00:00:00 [xfs-cil/dm-2]
root       1030      2  0 Jan01 ?        00:00:00 [xfs-reclaim/dm-]
root       1031      2  0 Jan01 ?        00:00:00 [xfs-log/dm-2]
root       1032      2  0 Jan01 ?        00:00:00 [xfs-eofblocks/d]
root       1033      2  0 Jan01 ?        01:18:11 [xfsaild/dm-2]
root       1035      2  0 Jan01 ?        00:00:01 [jbd2/dm-3-8]
root       1036      2  0 Jan01 ?        00:00:00 [ext4-rsv-conver]
root       1068      1  0 Jan01 ?        00:03:58 /sbin/auditd
dbus       1087      1  0 Jan01 ?        00:42:19 /bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
polkitd    1089      1  0 Jan01 ?        00:04:06 /usr/lib/polkit-1/polkitd --no-debug
root       1096      1  0 Jan01 ?        01:15:33 /usr/sbin/irqbalance --foreground
chrony     1114      1  0 Jan01 ?        00:01:21 /usr/sbin/chronyd
root       1117      1  0 Jan01 ?        00:00:00 /usr/sbin/restorecond
root       1121      1  0 Jan01 ?        00:40:39 /bin/bash /usr/sbin/ksmtuned
root       1127      1  0 Jan01 ?        00:00:17 /usr/sbin/gssproxy -D
root       1153      1  0 Jan01 ?        00:01:43 /usr/bin/python -Es /usr/sbin/firewalld --nofork --nopid
root       1158      2  0 Jan01 ?        00:00:01 [kworker/15:1H]
root       1184      2  0 Jan01 ?        00:00:00 [kworker/23:1H]
root       1185      1  0 Jan01 ?        00:17:40 /usr/lib/systemd/systemd-logind
root       1282      1  0 Jan01 ?        00:10:43 /usr/sbin/NetworkManager --no-daemon
root       1633      2  0 Jan01 ?        00:00:01 [kworker/11:1H]
root       1641      2  0 Jan01 ?        00:00:24 [kworker/5:1H]
root       2061      1  0 Apr18 ?        00:00:15 /usr/sbin/sssd -i -f
root       2063   2061  0 Apr18 ?        02:50:45 /usr/libexec/sssd/sssd_nss --uid 0 --gid 0 --debug-to-files
root       2064   2061  0 Apr18 ?        00:04:50 /usr/libexec/sssd/sssd_pam --uid 0 --gid 0 --debug-to-files
root       2065   2061  0 Apr18 ?        00:06:51 /usr/libexec/sssd/sssd_autofs --uid 0 --gid 0 --debug-to-files
root       2066   2061  0 Apr18 ?        00:01:10 /usr/libexec/sssd/sssd_ssh --uid 0 --gid 0 --debug-to-files
root       2533      2  0 12:46 ?        00:00:00 [kworker/16:0]
15729      2691      1  0 Mar14 ?        00:00:00 ssh-agent -s
15729      2756      1  0 Mar14 ?        00:00:00 ssh-agent -s
root       2822      2  0 Jan01 ?        00:00:01 [kworker/13:1H]
root       2825   1282  0 Jan01 ?        00:00:03 /sbin/dhclient -d -q -sf /usr/libexec/nm-dhcp-helper -pf /var/run/dhclient-em1.pid -lf /var/lib/NetworkManager/dhclient-1dad842d-1912-ef5a-a43a-bc238fb267e7-em1.lease -cf /var/lib/NetworkManager/dhclient-em1.conf em1
root       2834      2  0 Jan01 ?        00:19:06 [kworker/0:1H]
15729      2892      1  0 Mar14 ?        00:00:00 ssh-agent -s
4erikw     3010 104958  0 12:52 pts/327  00:00:00 -bash
root       3052      1  0 Jan01 ?        00:23:35 /usr/bin/python -Es /usr/sbin/tuned -l -P
root       3054      1  0 Jan01 ?        00:00:00 /usr/sbin/oddjobd -n -p /var/run/oddjobd.pid -t 300
root       3058      1  0 Jan01 ?        00:00:01 /usr/bin/rhsmcertd
root       3060      1  0 Jan01 ?        01:45:16 python /usr/bin/goferd --foreground
root       3062      1  8 Jan01 ?        21-18:19:33 /usr/share/metricbeat/bin/metricbeat -c /etc/metricbeat/metricbeat.yml -path.home /usr/share/metricbeat -path.config /etc/metricbeat -path.data /var/lib/metricbeat -path.logs /var/log/metricbeat
4erikw     3067 104958  0 12:52 pts/328  00:00:00 -bash
4erikw     3118   3067  0 12:52 pts/328  00:00:01 vim myScript.sh
rpcuser    3124      1  0 Jan01 ?        00:00:19 /usr/sbin/rpc.statd
rpc        3129      1  0 Jan01 ?        00:00:43 /sbin/rpcbind -w
root       3134      2  0 Jan01 ?        00:00:00 [nfsiod]
root       3138      2  0 Jan01 ?        00:15:03 [kworker/2:1H]
root       3139      2  0 Jan01 ?        00:00:00 [kworker/18:1H]
root       3140      2  0 Jan01 ?        00:00:00 [lockd]
root       3144      1  0 Jan01 ?        00:00:03 /usr/sbin/libvirtd
root       3162      1  0 Jan01 ?        00:00:05 /usr/sbin/atd -f
root       3194      1  0 Jan01 ?        00:02:47 /usr/sbin/crond -n
root       3215      1  0 Jan01 tty1     00:00:00 /sbin/agetty --noclear tty1 linux
mark2020   3288  56604  0 Feb12 pts/67   00:00:00 -bash
root       3327      1  0 Jan01 ?        00:04:30 /usr/libexec/postfix/master -w
postfix    3379   3327  0 Jan01 ?        00:01:14 qmgr -l -t unix -u
mark2020   3524  56604  0 Feb13 pts/83   00:00:01 -bash
root       3553      1  0 Jan01 ?        01:34:10 /usr/bin/python2 -s /usr/bin/fail2ban-server -s /var/run/fail2ban/fail2ban.sock -p /var/run/fail2ban/fail2ban.pid -x -b
root       3663      2  0 Jan01 ?        00:00:01 [kworker/9:1H]
mark2020   4516  56604  0 Feb12 pts/71   00:00:00 -bash
root       4684 127891  0 Sep10 ?        00:00:00 sshd: idasilva [priv]
idasilva   4686   4684  0 Sep10 ?        00:00:00 sshd: idasilva@pts/272
idasilva   4687   4686  0 Sep10 pts/272  00:00:00 -bash
root       4942      2  0 Jan01 ?        00:00:01 [kworker/3:1H]
root       4943      2  0 Jan01 ?        00:00:01 [kworker/7:1H]
root       5011      1  0 Sep10 ?        00:00:00 /usr/sbin/cupsd -f
14836      5342 125158  0 Apr16 pts/145  00:00:21 vim 3700kvstore
root       6154      2  0 18:14 ?        00:00:00 [kworker/26:2]
root       6371      2  0 13:25 ?        00:00:00 [kworker/u290:2]
angrycyz   6543      1  0 Apr17 ?        00:00:00 ./homework -image disk.img ./dir
root       6911   2061  0 Jul17 ?        02:04:57 /usr/libexec/sssd/sssd_be --domain default --uid 0 --gid 0 --debug-to-files
vraval48   7050      1  0 May24 ?        00:00:00 /bin/sh -c (sleep 3 && kill -12 `pgrep -n hello` && \ ?sleep 2 && pkill -9 -n hello && make restart) &
vraval48   7066   7050  0 May24 ?        00:00:00 make restart
vraval48   7067   7066  0 May24 ?        00:03:09 [myrestart]
vraval48   7264      1  0 May24 ?        00:00:00 /bin/sh -c (sleep 3 && kill -12 `pgrep -n hello` && \ ?sleep 2 && pkill -9 -n hello && make restart) &
vraval48   7278   7264  0 May24 ?        00:00:00 make restart
vraval48   7279   7278  0 May24 ?        00:03:10 [myrestart]
nobody     7485      1  0 Jan01 ?        00:00:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/libexec/libvirt_leaseshelper
root       7486   7485  0 Jan01 ?        00:00:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/libexec/libvirt_leaseshelper
root       7576      1  0 Jan01 ?        00:15:05 /usr/bin/ruby /usr/bin/puppet agent --no-daemonize
mark2020   7690  56604  0 Jan27 pts/26   00:00:00 -bash
mark2020   7731  56604  0 Jan27 pts/48   00:00:00 -bash
mark2020   7801   7690  0 Jan27 pts/26   00:00:01 vim tokens.c
14823      7983  11817  0 Feb20 pts/80   00:00:00 -bash
najin      7999      1  0 13:37 ?        00:00:00 emacs --daemon
angrycyz   8036      1  0 Apr17 ?        00:00:00 ./homework -image y.img p
kylesfe+   8348      1  0 Apr28 ?        00:00:00 cat
kylesfe+   8349      1  0 Apr28 ?        00:00:00 cat
14823      8350  11817  0 Feb20 pts/92   00:00:00 -bash
mark2020   8407  56604  0 Feb19 pts/127  00:00:00 -bash
14823      8434   8350  0 Feb20 pts/92   00:00:00 vim galaxy.mgmt.sys.ccs.neu.edu.yaml
mark2020   8450  56604  0 Feb19 pts/131  00:00:00 -bash
kylesfe+   8538      1  0 Apr28 ?        00:00:00 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=4762733418411927615,12904355972478247442,131072 --use-gl=swiftshader-webgl --supports-dual-gpus=false --gpu-driver-bug-workarounds=7,24,77 --disable-gl-extensions=GL_KHR_blend_equation_advanced GL_KHR_blend_equation_advanced_coherent --gpu-vendor-id=0x102b --gpu-device-id=0x0534 --gpu-driver-vendor=Google Inc. --gpu-driver-version=3.3.0.2 --gpu-driver-date=2017/04/07 --service-request-channel-token=701B2B5100824AF12E77F48E346D5BA3
root       8654      2  0 Apr28 ?        00:01:57 [kworker/u288:2]
kylesfe+   8694      1  0 Apr28 ?        00:00:00 /bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
mark2020   9118  56604  0 Feb11 pts/20   00:00:00 -bash
angrycyz   9569      1  0 Apr17 ?        00:00:00 ./homework -image disk.img ./dir11
14823      9683  11817  0 Feb20 pts/2    00:00:00 -bash
toyiny    10005  99757  0 18:15 pts/392  00:00:00 -bash
4erikw    10082 104958  0 Sep10 pts/360  00:00:00 -bash
avadhera  10334      1  0 Sep05 ?        00:00:00 git clone https://github.com/Fall18Systems/monorepo-amrita-vadhera.git
avadhera  10335  10334  0 Sep05 ?        00:00:00 [git-remote-http] <defunct>
mark2020  10968  56604  0 Feb14 pts/36   00:00:00 -bash
root      11069      1  0 Jan02 ?        00:16:19 /usr/sbin/rsyslogd -n
root      11241 127891  0 13:59 ?        00:00:00 sshd: pjd [priv]
pjd       11249  11241  0 13:59 ?        00:00:00 sshd: pjd@pts/347
pjd       11250  11249  0 13:59 pts/347  00:00:00 -bash
14823     11817      1  0 Feb13 ?        02:13:36 tmux
14823     11818  11817  0 Feb13 pts/64   00:00:01 -bash
4erikw    11854 104958  0 Sep10 pts/310  00:00:00 -bash
4erikw    11909  10082  0 Sep10 pts/360  00:00:09 vim myScript.sh
root      12145      2  0 Jan01 ?        00:00:00 [kworker/31:1H]
root      12156      2  0 Jan01 ?        00:00:00 [kworker/19:1H]
mark2020  12593  56604  0 Feb14 pts/58   00:00:00 -bash
15696     12695      1  0 Jun12 ?        00:00:00 ssh-agent
15696     13007      1  0 Apr27 ?        00:00:00 ssh-agent
15696     13045      1  0 Apr27 ?        00:00:00 ssh-agent
bhandar+  13182      1  0 Apr16 ?        00:00:00 ./homework -image y.img tp
root      13662 127891  0 Sep10 ?        00:00:00 sshd: eelhami [priv]
eelhami   13665  13662  0 Sep10 ?        00:00:00 sshd: eelhami@notty
eelhami   13666  13665  0 Sep10 ?        00:00:00 /usr/libexec/openssh/sftp-server
tgrausl+  13981      1  0 Feb09 ?        00:00:00 wc
tgrausl+  13982  13981  0 Feb09 ?        00:00:00 [ls] <defunct>
4erikw    14184 104958  0 Sep10 pts/284  00:00:00 -bash
4erikw    14223 104958  0 Sep10 pts/286  00:00:00 -bash
15696     14279      1  0 Jul18 ?        00:00:00 ssh-agent
4erikw    14284  14184  0 Sep10 pts/284  00:00:00 vim myScript.sh
root      14844      2  0 Jan01 ?        00:00:01 [kworker/22:1H]
pates     15095 141934  0 Aug14 pts/199  00:00:00 -bash
pates     15134 141934  0 Aug14 pts/214  00:00:00 -bash
root      15222      2  0 Jan01 ?        00:00:02 [kworker/6:1H]
root      15230      2  0 Jan01 ?        00:00:00 [iprt-VBoxWQueue]
root      15234      2  0 Jan01 ?        00:00:05 [iprt-VBoxTscThr]
kristib+  15293  69437  0 Sep10 pts/297  00:00:00 -bash
kristib+  15343  69437  0 Sep10 pts/300  00:00:00 -bash
kristib+  15389  69437  0 Sep10 pts/301  00:00:00 -bash
kristib+  15444  15389  0 Sep10 pts/301  00:00:00 vim myScript.sh
kristib+  15560  15343  0 Sep10 pts/300  00:00:00 vim Readme.md
mikeshah  15724 114718  0 Jun20 pts/124  00:00:00 -bash
mikeshah  15760 114718  0 Jun20 pts/144  00:00:00 -bash
mikeshah  15819  15724  0 Jun20 pts/124  00:00:01 vim getRepo.py
billyxu+  16042      1  0 Sep10 ?        00:00:04 gpg-agent --daemon --use-standard-socket
root      16166      2  0 Jan01 ?        00:19:11 [kworker/26:1H]
jkemly    16270 105717  0 Sep10 pts/336  00:00:00 -bash
jkemly    16576 105717  0 Sep10 pts/255  00:00:00 -bash
root      16627      2  0 Jan01 ?        00:00:49 [kworker/30:1H]
root      16905      2  0 Jan01 ?        00:00:00 [kworker/21:1H]
root      16977      2  0 Jan01 ?        00:02:27 [kworker/20:1H]
root      16997      2  0 Jan01 ?        00:00:07 [kworker/4:1H]
mark2020  17024   9118  0 Feb11 pts/20   00:00:00 vim oper.h
root      17146      2  0 14:54 ?        00:00:01 [kworker/u289:0]
apoorve   17160      1  0 Jan04 ?        00:10:21 gpg-agent --daemon --use-standard-socket
root      17189      2  0 Jan01 ?        00:00:00 [kworker/25:1H]
kristib+  17383  69437  0 Sep10 pts/302  00:00:00 -bash
kristib+  17418  69437  0 Sep10 pts/303  00:00:00 -bash
kristib+  17453  69437  0 Sep10 pts/304  00:00:00 -bash
tiroffp   17545  84084  0 Sep10 pts/191  00:00:00 -bash
root      17579      2  0 Jan01 ?        00:00:02 [kworker/10:1H]
angrycyz  17629      1  0 Apr12 ?        00:00:00 ./homework -image y.img p
root      17678      2  0 14:59 ?        00:00:03 [kworker/2:0]
root      18230      2  0 Jan01 ?        00:00:00 [kworker/27:1H]
jkemly    18518  16270  0 Sep10 pts/336  00:00:00 vim myScript.sh
root      18639      2  0 Jan01 ?        00:00:00 [kworker/17:1H]
root      18790      2  0 Jan01 ?        00:00:01 [kworker/28:1H]
raihans   19549  99562  0 Feb11 pts/132  00:00:00 -bash
pates     19712 141934  0 Aug13 pts/189  00:00:00 -bash
